Year,County,Yield,solar_radiation,humidity,wind_speed,wind_speed_max,precip_total,temp_min,temp_mean,temp_max,dewpoint_mean,vpd_max,vpd_min
2012,green lake,97.3,21.108333333333334,66.80499999999999,2.945,10.12,17.939999999999998,51.23333333333333,63.416666666666664,75.60000000000001,49.3,20.361666666666668,1.575
2012,juneau,105.6,21.013333333333335,63.54999999999999,2.9883333333333333,10.21,17.72,50.45,63.599999999999994,76.73333333333333,49.95,21.253333333333337,1.153333333333333
2012,marquette,60.0,21.02,65.05166666666666,2.861666666666667,9.98,18.17,51.01666666666666,63.900000000000006,76.76666666666667,49.21666666666667,22.011666666666667,1.5016666666666667
2012,portage,118.4,20.825,69.85833333333333,2.7449999999999997,9.7,16.740000000000002,49.5,61.71666666666667,73.89999999999999,48.333333333333336,18.635,1.2633333333333334
2012,waupaca,128.5,20.878333333333337,68.72500000000001,2.7916666666666665,9.64,18.25,50.4,63.11666666666667,75.85000000000001,49.06666666666666,21.018333333333334,1.3133333333333332
2012,waushara,118.1,20.825,65.05166666666666,2.861666666666667,9.98,16.13,50.25,63.1,75.98333333333333,49.11666666666667,21.035,1.2233333333333334
2012,wood,109.6,20.721666666666664,66.58999999999999,2.861666666666667,9.68,17.78,49.28333333333333,62.333333333333336,75.36666666666666,48.81666666666667,20.05333333333333,1.0916666666666666
2012,brown,144.6,20.148333333333333,70.03833333333334,3.205,9.9,15.21,51.36666666666667,62.65,73.91666666666667,49.81666666666666,17.618333333333332,1.6583333333333332
2012,calumet,151.2,20.878333333333337,69.18666666666667,3.263333333333334,10.59,21.37,52.15,63.46666666666667,74.85000000000001,49.55,19.291666666666668,1.85
2012,door,119.6,20.235,79.97833333333334,4.303333333333333,12.27,14.92,51.78333333333333,60.86666666666667,69.98333333333333,48.416666666666664,14.351666666666668,2.07
2012,fond du lac,120.4,21.108333333333334,66.80499999999999,2.945,10.12,13.99,52.8,63.95,75.13333333333334,49.51666666666667,19.48,2.236666666666667
2012,kewaunee,142.5,20.148333333333333,71.665,4.376666666666666,12.83,12.62,51.25,60.416666666666664,69.61666666666666,48.51666666666667,13.966666666666669,1.7966666666666666
2012,manitowoc,148.5,20.148333333333333,73.69833333333332,4.291666666666667,12.49,21.49,52.46666666666667,60.96666666666667,69.51666666666667,49.21666666666667,13.643333333333333,1.9383333333333337
2012,outagamie,154.3,20.878333333333337,68.72500000000001,2.7916666666666665,9.64,17.9,51.633333333333326,63.23333333333333,74.81666666666666,49.71666666666667,19.105,1.586666666666667
2012,sheboygan,135.9,20.12,76.00666666666666,4.216666666666668,11.89,17.84,53.2,62.43333333333334,71.64999999999999,50.56666666666666,15.385,2.013333333333333
2012,winnebago,109.8,20.878333333333337,66.80499999999999,2.945,10.12,17.97,53.3,64.46666666666665,75.66666666666667,49.73333333333333,20.305,2.1966666666666668
2012,ashland,100.0,19.651666666666667,71.11,0.67,2.39,19.71,47.8,59.4,71.05,47.46666666666667,15.855,1.005
2012,clark,120.7,20.721666666666664,63.571666666666665,2.908333333333333,9.51,20.18,48.61666666666667,61.35,74.05,48.81666666666666,18.37,0.8683333333333333
2012,lincoln,116.0,20.225,71.05499999999999,2.856666666666667,9.62,19.17,45.38333333333333,58.4,71.4,46.88333333333333,16.400000000000002,0.555
2012,marathon,111.8,20.825,71.05833333333334,2.688333333333333,8.66,17.0,50.1,61.98333333333333,73.88333333333334,48.73333333333333,18.515,1.25
2012,taylor,114.5,20.113333333333333,67.46333333333332,2.8216666666666668,8.99,17.55,47.01666666666667,59.76666666666666,72.51666666666667,48.1,17.035,0.71
2012,langlade,127.9,20.225,71.93166666666667,2.5933333333333333,8.99,18.54,45.51666666666667,58.0,70.56666666666666,47.35,15.27,0.4783333333333333
2012,marinette,130.6,20.235,70.17833333333333,1.3849999999999998,4.89,18.06,46.38333333333333,60.166666666666664,73.93333333333334,47.36666666666667,19.096666666666668,0.73
2012,oconto,156.7,20.878333333333337,69.15499999999999,2.86,8.89,14.2,48.63333333333333,61.01666666666667,73.39999999999999,48.583333333333336,17.61,1.0083333333333333
2012,shawano,153.1,20.878333333333337,70.84666666666666,2.705,9.22,16.14,49.13333333333333,61.71666666666667,74.3,49.0,18.7,0.985
2012,barron,135.8,20.113333333333333,67.60833333333333,2.838333333333334,9.16,18.13,49.333333333333336,61.3,73.31666666666666,48.63333333333333,17.485,0.87
2012,burnett,108.1,20.205,66.38833333333334,2.486666666666667,8.08,22.98,48.51666666666667,60.61666666666667,72.71666666666667,47.95,17.448333333333334,0.8883333333333333
2012,chippewa,109.2,20.113333333333333,64.41166666666668,2.873333333333333,8.75,18.94,50.23333333333333,62.56666666666666,74.96666666666667,48.98333333333333,19.338333333333335,1.086666666666667
2012,polk,141.1,20.205,65.65666666666667,2.8783333333333334,9.49,20.62,50.55,62.26666666666667,73.95,49.36666666666667,17.711666666666666,1.1133333333333333
2012,rusk,107.7,20.113333333333333,67.8,1.643333333333333,5.63,17.87,47.63333333333333,60.61666666666667,73.64999999999999,49.18333333333334,17.566666666666666,0.6333333333333333
2012,sawyer,140.4,20.113333333333333,69.17666666666666,1.2966666666666666,4.32,22.61,46.18333333333334,58.61666666666667,70.98333333333333,46.81666666666666,15.826666666666666,0.7999999999999999
