County,Year,precip_total,temp_min,temp_mean,temp_max,dewpoint_mean,vpd_max,vpd_min
Green Lake,2011,18.41,49.68333333333334,60.20000000000001,70.64999999999999,50.833333333333336,14.25,0.8083333333333332
Green Lake,2012,17.939999999999998,51.23333333333333,63.416666666666664,75.60000000000001,49.300000000000004,20.361666666666668,1.575
Green Lake,2013,22.060000000000002,49.4,60.13333333333333,70.91666666666667,50.03333333333333,14.576666666666666,0.8233333333333334
Green Lake,2014,27.490000000000002,49.06666666666666,59.86666666666667,70.7,50.166666666666664,13.85,0.8366666666666666
Green Lake,2015,25.98,50.81666666666666,61.71666666666667,72.61666666666666,51.26666666666667,14.87,0.7333333333333334
Green Lake,2016,25.95,51.6,62.650000000000006,73.68333333333334,52.28333333333333,16.01,0.6683333333333333
Green Lake,2017,24.92,49.949999999999996,60.98333333333333,72.05,51.46666666666667,14.450000000000001,0.5033333333333333
Green Lake,2018,36.54,50.86666666666667,61.550000000000004,72.21666666666667,51.75,15.115,0.75
Green Lake,2019,28.5,51.21666666666667,61.21666666666667,71.23333333333333,51.449999999999996,14.066666666666668,0.9366666666666666
Green Lake,2020,24.759999999999998,50.15,61.199999999999996,72.21666666666667,50.76666666666667,15.125,0.6316666666666667
Green Lake,2021,22.36,51.4,62.68333333333334,74.0,52.26666666666667,15.790000000000001,0.7083333333333334
Green Lake,2022,22.799999999999997,50.28333333333333,60.9,71.5,51.38333333333333,14.511666666666668,0.7416666666666667
Green Lake,2023,15.84,51.18333333333334,62.63333333333333,74.10000000000001,51.11666666666667,17.116666666666667,0.9766666666666666
Green Lake,2024,24.88,52.31666666666666,63.06666666666666,73.8,54.1,14.053333333333333,0.6066666666666667
Iowa,1984,24.61,50.46666666666667,61.38333333333333,72.31666666666666,50.449999999999996,14.661666666666667,1.1266666666666667
Iowa,1985,22.46,50.81666666666666,62.11666666666667,73.43333333333334,51.71666666666667,14.988333333333335,0.9933333333333333
Iowa,1986,23.0,51.31666666666666,61.949999999999996,72.55,53.61666666666667,12.818333333333333,0.48
Iowa,1987,25.32,52.18333333333334,63.416666666666664,74.63333333333334,54.0,14.865,0.49666666666666665
Iowa,1988,13.6,50.833333333333336,64.43333333333334,78.01666666666667,50.06666666666666,21.685000000000002,1.4749999999999999
Iowa,1989,16.65,48.51666666666667,60.150000000000006,71.76666666666667,50.46666666666667,14.214999999999998,0.6033333333333334
Iowa,1990,28.04,50.4,61.03333333333333,71.66666666666667,52.6,12.775,0.5016666666666666
Iowa,1991,26.11,52.4,63.1,73.85000000000001,54.31666666666666,14.571666666666667,0.4483333333333333
Iowa,1992,19.5,47.0,58.15,69.28333333333333,48.949999999999996,12.778333333333334,0.4683333333333333
Iowa,1993,40.14,49.48333333333333,59.199999999999996,68.89999999999999,52.43333333333334,10.773333333333333,0.36166666666666664
Iowa,1994,24.77,49.88333333333333,61.03333333333333,72.18333333333334,51.38333333333333,13.6,0.5366666666666667
Iowa,1995,26.81,51.166666666666664,61.550000000000004,71.98333333333333,52.88333333333333,13.488333333333335,0.48
Iowa,1996,23.32,48.699999999999996,59.1,69.5,51.4,11.678333333333333,0.32666666666666666
Iowa,1997,22.66,48.63333333333333,59.18333333333334,69.75,51.46666666666667,11.688333333333333,0.385
Iowa,1998,32.16,52.75,63.15,73.55,55.333333333333336,13.256666666666668,0.42500000000000004
Iowa,1999,27.02,52.75,62.56666666666666,72.35000000000001,54.666666666666664,12.463333333333333,0.5850000000000001
Iowa,2000,29.509999999999998,51.25,61.35,71.43333333333334,52.199999999999996,12.906666666666666,1.2766666666666666
Iowa,2001,28.21,51.86666666666667,62.29999999999999,72.73333333333333,54.18333333333334,13.471666666666666,0.42333333333333334
Iowa,2002,22.06,51.333333333333336,62.15,72.93333333333334,53.550000000000004,14.208333333333334,0.6316666666666667
Iowa,2003,20.27,50.65,61.9,73.14999999999999,51.23333333333333,16.098333333333333,1.0050000000000001
Iowa,2004,26.259999999999998,49.71666666666667,60.73333333333333,71.73333333333333,51.300000000000004,13.435,0.805
Iowa,2005,17.86,52.18333333333334,63.46666666666666,74.73333333333333,53.71666666666667,15.356666666666667,0.685
Iowa,2006,27.72,52.11666666666667,62.4,72.66666666666667,53.666666666666664,13.373333333333333,0.6516666666666667
Iowa,2007,33.730000000000004,51.916666666666664,62.916666666666664,73.93333333333334,51.833333333333336,16.015,1.165
Iowa,2008,29.58,50.333333333333336,61.25,72.18333333333332,52.083333333333336,14.358333333333334,0.6066666666666667
Iowa,2009,24.8,50.083333333333336,60.35,70.63333333333334,50.56666666666666,13.166666666666666,0.8116666666666666
Iowa,2010,32.39,54.333333333333336,64.53333333333333,74.76666666666667,54.75,15.065,1.0966666666666667
Iowa,2011,21.64,51.949999999999996,62.0,72.03333333333333,52.083333333333336,14.865,1.2066666666666668
Iowa,2012,15.61,52.35,64.36666666666666,76.35000000000001,49.800000000000004,20.865,1.8916666666666666
Iowa,2013,28.37,51.38333333333333,61.81666666666667,72.28333333333333,51.46666666666667,15.331666666666665,1.1166666666666667
Iowa,2014,27.509999999999998,51.06666666666666,61.51666666666667,71.98333333333333,51.21666666666667,14.655,1.165
Iowa,2015,22.41,52.48333333333333,63.0,73.5,52.6,15.01,0.8850000000000001
Iowa,2016,29.85,53.48333333333333,63.68333333333334,73.86666666666667,54.28333333333333,14.594999999999999,0.6666666666666666
Iowa,2017,24.69,51.71666666666667,62.56666666666666,73.41666666666667,53.31666666666666,14.825000000000001,0.5916666666666667
Iowa,2018,37.36,52.550000000000004,62.550000000000004,72.58333333333333,54.78333333333333,13.17,0.3383333333333333
Iowa,2019,41.56,52.449999999999996,62.23333333333333,72.01666666666667,54.416666666666664,12.136666666666665,0.445
Iowa,2020,26.009999999999998,51.36666666666667,61.68333333333334,71.98333333333333,52.18333333333334,13.975,0.7116666666666666
Iowa,2021,18.5,52.68333333333334,63.56666666666666,74.39999999999999,52.75,16.046666666666667,0.995
Iowa,2022,21.71,51.949999999999996,62.01666666666667,72.06666666666668,52.916666666666664,14.058333333333332,0.8066666666666666
Iowa,2023,18.66,51.53333333333333,63.03333333333333,74.48333333333333,51.46666666666667,16.875,0.9916666666666667
Iowa,2024,32.55,53.03333333333333,63.71666666666667,74.43333333333334,54.13333333333333,14.963333333333333,0.8683333333333333
Iron,1984,21.11,45.06666666666666,56.38333333333333,67.68333333333334,45.68333333333334,12.278333333333334,0.8983333333333333
Iron,1985,27.77,45.26666666666667,56.23333333333333,67.14999999999999,46.5,11.756666666666666,0.77
Iron,1986,21.57,46.56666666666666,57.333333333333336,68.13333333333334,47.11666666666667,12.033333333333333,0.9183333333333333
Iron,1987,17.13,47.35,59.15,70.96666666666667,48.11666666666667,14.201666666666668,0.875
Iron,1988,15.22,46.81666666666666,59.050000000000004,71.28333333333333,46.03333333333333,16.294999999999998,1.2049999999999998
Iron,1989,16.4,44.53333333333333,55.916666666666664,67.3,45.25,13.084999999999999,0.7200000000000001
Iron,1990,19.43,44.949999999999996,55.88333333333333,66.75,46.050000000000004,11.878333333333332,0.6583333333333333
Iron,1991,25.4,47.916666666666664,58.083333333333336,68.25,48.15,12.645000000000001,0.9833333333333334
Iron,1992,20.1,43.28333333333333,53.6,63.9,43.1,11.188333333333333,1.1066666666666667
Iron,1993,22.12,44.51666666666667,54.1,63.71666666666667,44.333333333333336,10.633333333333333,1.0133333333333334
Iron,1994,21.86,45.73333333333333,56.26666666666667,66.83333333333333,43.46666666666667,12.851666666666667,1.9266666666666665
Iron,1995,18.9,45.550000000000004,56.28333333333333,67.01666666666667,44.699999999999996,13.213333333333333,1.4383333333333332
Iron,1996,22.94,44.15,54.25,64.36666666666666,43.449999999999996,11.475,1.2216666666666667
Iron,1997,17.89,44.166666666666664,54.75,65.28333333333333,45.01666666666667,11.426666666666668,0.6866666666666666
Iron,1998,16.8,47.583333333333336,59.61666666666667,71.63333333333334,47.949999999999996,15.603333333333333,0.945
Iron,1999,26.610000000000003,47.699999999999996,58.166666666666664,68.61666666666666,47.949999999999996,12.505,1.0183333333333333
Iron,2000,18.37,45.28333333333333,55.98333333333333,66.71666666666667,45.9,12.348333333333334,1.0433333333333332
